PassengerId,Survived,Pclass,Name,NameLength,Sex,SibSpouce,ParentsChild,TicketNumber,Fare,Cabin,Age_wiki,Age_Months,HometownCountry,Boarded,Destination,DestinationCountry,Lifeboat,LifeboatSupport
382,1,3,"Nakid, Miss. Maria ",19,female,0,2,2653,15.7417,,1,12,Lebanon,Cherbourg,"Waterbury, Connecticut, US",US,C,Yes
383,0,3,"Tikkanen, Mr. Juho",18,male,0,0,STON/O 2. 3101293,7.925,,32,384,Finland,Southampton,New York City,US,,No
384,1,1,"Holverson, Mrs. Alexander Oskar ",32,female,1,0,113789,52,,35,420,US,Southampton,"New York, New York, US",US,8,Yes
385,0,3,"Plotcharsky, Mr. Vasil",22,male,0,0,349227,7.8958,,27,324,Bulgaria,Southampton,"Tulsa, Oklahoma, US",US,,No
386,0,2,"Davies, Mr. Charles Henry",25,male,0,0,S.O.C. 14879,73.5,,21,252,England,Southampton,"Eden, Manitoba, Canada",Canada,,No
387,0,3,"Goodwin, Master. Sidney Leonard",31,male,5,2,CA 2144,46.9,,1,12,England,Southampton,"Niagara Falls, New York, US",US,,No
388,1,2,"Buss, Miss. Kate",16,female,0,0,27849,13,,36,432,England,Southampton,"San Francisco, US",US,9,Yes
389,0,3,"Sadlier, Mr. Matthew",20,male,0,0,367655,7.7292,,20,240,Ireland,Queenstown,"Lakewood Township, New Jersey, US",US,,No
390,1,2,"Lehmann, Miss. Bertha",21,female,0,0,SC 1748,12,,17,204,Switzerland,Cherbourg,"Central City, Iowa, US",US,12,Yes
391,1,1,"Carter, Mr. William Ernest",26,male,1,2,113760,120,B96 B98,36,432,US,Southampton,"Bryn Mawr, Pennsylvania, US",US,C,Yes
392,1,3,"Jansson, Mr. Carl Olof",22,male,0,0,350034,7.7958,,21,252,Sweden,Southampton,"Swedeburg, Nebraska, US",US,A,Yes
393,0,3,"Gustafsson, Mr. Johan Birger",28,male,2,0,3101277,7.925,,28,336,Finland,Southampton,New York City,US,,No
394,1,1,"Newell, Miss. Marjorie",22,female,1,0,35273,113.275,D36,23,276,US,Cherbourg,"Lexington, Massachusetts, US",US,6,Yes
395,1,3,"Sandstrom, Mrs. Hjalmar ",24,female,0,2,PP 9549,16.7,G6,24,288,Sweden,Southampton,"San Francisco, US",US,13,Yes
396,0,3,"Johansson, Mr. Erik",19,male,0,0,350052,7.7958,,22,264,Sweden,Southampton,"St. Paul, Minnesota, US",US,,No
397,0,3,"Olsson, Miss. Elina",19,female,0,0,350407,7.8542,,31,372,Sweden,Southampton,"St. Paul, Minnesota, US",US,,No
398,0,2,"McKane, Mr. Peter David",23,male,0,0,28403,26,,46,552,Channel Islands,Southampton,"Rochester, New York, US",US,,No
399,0,2,"Pain, Dr. Alfred",16,male,0,0,244278,10.5,,23,276,Canada,Southampton,"Hamilton, Ontario, Canada",Canada,,No
400,1,2,"Trout, Mrs. William H ",22,female,0,0,240929,12.65,,26,312,US,Southampton,"Columbus, Ohio, US",US,9,Yes
401,1,3,"Niskanen, Mr. Juha",18,male,0,0,STON/O 2. 3101289,7.925,,39,468,Finland,Southampton,"Boston, Massachusetts, US",US,9,Yes
402,0,3,"Adams, Mr. John",15,male,0,0,341826,8.05,,26,312,England,Southampton,"La Porte City, Iowa, US",US,,No
403,0,3,"Jussila, Miss. Mari Aina",24,female,1,0,4137,9.825,,21,252,Finland,Southampton,New York City,US,,No
404,0,3,"Hakkarainen, Mr. Pekka Pietari",30,male,1,0,STON/O2. 3101279,15.85,,28,336,Finland,Southampton,"Monessen, Pennsylvania, US",US,,No
405,0,3,"Oreskovic, Miss. Marija",23,female,0,0,315096,8.6625,,20,240,Croatia,Southampton,"Chicago, Illinois, US",US,,No
406,0,2,"Gale, Mr. Shadrach",18,male,1,0,28664,21,,33,396,England,Southampton,"Clear Creek, Colorado, US",US,,No
407,0,3,"Widegren, Mr. Carl/Charles Peter",32,male,0,0,347064,7.75,,51,612,Sweden,Southampton,New York City,US,,No
408,1,2,"Richards, Master. William Rowe",30,male,1,1,29106,18.75,,3,36,England,Southampton,"Akron, Ohio, US",US,4,Yes
409,0,3,"Birkeland, Mr. Hans Martin Monsen",33,male,0,0,312992,7.775,,21,252,Norway,Southampton,New York City,US,,No
410,0,3,"Lefebre, Miss. Ida",18,female,3,1,4133,25.4667,,3,36,France,Southampton,"Mystic, Iowa, US",US,,No
411,0,3,"Sdycoff, Mr. Todor",18,male,0,0,349222,7.8958,,42,504,Bulgaria,Southampton,"Chicago, Illinois, US",US,,No
412,0,3,"Hart, Mr. Henry",15,male,0,0,394140,6.8583,,27,324,Ireland,Queenstown,"Boston, Massachusetts, US",US,,No
413,1,1,"Minahan, Miss. Daisy E",22,female,1,0,19928,90,C78,33,396,US,Southampton,"Fond du Lac, Wisconsin, US",US,14,Yes
414,0,2,"Cunningham, Mr. Alfred Fleming",30,male,0,0,239853,0,,21,252,Ireland,Belfast,New York City,US,,No
415,1,3,"Sundman, Mr. Johan Julian",25,male,0,0,STON/O 2. 3101269,7.925,,44,528,Finland,Southampton,"Cheyenne, Wyoming, US",US,15,Yes
416,0,3,"Meek, Mrs. Thomas ",18,female,0,0,343095,8.05,,31,372,Australia,Southampton,New York City,US,,No
417,1,2,"Drew, Mrs. James Vivian ",24,female,1,1,28220,32.5,,34,408,US,Southampton,"Greenport, New York, US",US,10,Yes
418,1,2,"Silven, Miss. Lyyli Karoliina",29,female,0,2,250652,13,,17,204,Russia,Southampton,"Minneapolis, Minnesota, US",US,16,Yes
419,0,2,"Matthews, Mr. William John",26,male,0,0,28228,13,,30,360,England,Southampton,"La Salle, Illinois, US",US,,No
420,0,3,"Van Impe, Miss. Catharina",25,female,0,2,345773,24.15,,10,120,Belgium,Southampton,"Detroit, Michigan, US",US,,No
421,0,3,"Gheorgheff, Mr. Stanio",22,male,0,0,349254,7.8958,,,0,Bulgaria,Cherbourg,"Butte, Montana, US",US,,No
422,0,3,"Charters, Mr. David",19,male,0,0,A/5. 13032,7.7333,,28,336,Ireland,Queenstown,New York City,US,,No
423,0,3,"Zimmerman, Mr. Leo",18,male,0,0,315082,7.875,,29,348,Germany,Southampton,"Saskatoon, Saskatchewan, Canada",Canada,,No
424,0,3,"Danbom, Mrs. Ernst Gilbert ",27,female,1,1,347080,14.4,,28,336,Sweden,Southampton,"Stanton, Iowa, US",US,,No
425,0,3,"Rosblom, Mr. Viktor Richard",27,male,1,1,370129,20.2125,,18,216,Finland,Southampton,"Astoria, Oregon, US",US,,No
426,0,3,"Wiseman, Mr. Phillippe",22,male,0,0,A/4. 34244,7.25,,54,648,England,Southampton,"Quebec City, Quebec, Canada",Canada,,No
427,1,2,"Clarke, Mrs. Charles V ",23,female,1,0,2003,26,,28,336,England,Southampton,"San Francisco, California, US",US,14,Yes
428,1,2,"Phillips, Miss. Kate Florence ",30,female,0,0,250655,26,,19,228,England,Southampton,"Los Angeles, US",US,11,Yes
429,0,3,"Flynn, Mr. James",16,male,0,0,364851,7.75,,28,336,Ireland,Queenstown,New York City,US,,No
430,1,3,"Pickard, Mr. Berk ",18,male,0,0,SOTON/O.Q. 392078,8.05,E10,32,384,Poland,Southampton,"San Francisco, US",US,9,Yes
431,1,1,"Bjornstrom-Steffansson, Mr. Mauritz Hakan",41,male,0,0,110564,26.55,C52,28,336,Sweden,Southampton,"Washington, DC, US",US,D,Yes
432,1,3,"Thorneycroft, Mrs. Percival ",28,female,1,0,376564,16.1,,32,384,England,Southampton,"Clinton, New York, US",US,10,Yes
433,1,2,"Louch, Mrs. Charles Alexander ",30,female,1,0,SC/AH 3085,26,,42,504,England,Southampton,New York City,US,14,Yes
434,0,3,"Kallio, Mr. Nikolai Erland",26,male,0,0,STON/O 2. 3101274,7.125,,17,204,Finland,Southampton,"Sudbury, Ontario, Canada",Canada,,No
435,0,1,"Silvey, Mr. William Baird",25,male,1,0,13507,55.9,E44,50,600,US,Cherbourg,"Duluth, Minnesota, US",US,,No
436,1,1,"Carter, Miss. Lucile Polk",25,female,1,2,113760,120,B96 B98,13,156,US,Southampton,"Bryn Mawr, Pennsylvania, US",US,4,Yes
437,0,3,"Ford, Miss. Doolina Margaret ""Daisy""",36,female,2,2,W./C. 6608,34.375,,20,240,England,Southampton,"Essex County, New Jersey, US",US,,No
438,1,2,"Richards, Mrs. Sidney ",22,female,2,3,29106,18.75,,23,276,England,Southampton,"Akron, Ohio, US",US,4,Yes
439,0,1,"Fortune, Mr. Mark",17,male,1,4,19950,263,C23 C25 C27,64,768,Canada,Southampton,"Winnipeg, Manitoba, Canada",Canada,,No
440,0,2,"Kvillner, Mr. Johan Henrik Johannesson",38,male,0,0,C.A. 18723,10.5,,31,372,Sweden,Southampton,"Arlington, Virginia, US",US,,No
441,1,2,"Hart, Mrs. Benjamin ",20,female,1,1,F.C.C. 13529,26.25,,48,576,England,Southampton,"Winnipeg, Manitoba, Canada",Canada,14,Yes
442,0,3,"Hampe, Mr. Leon",15,male,0,0,345769,9.5,,19,228,Belgium,Southampton,"Detroit, Michigan, US",US,,No
443,0,3,"Petterson, Mr. Johan Emil",25,male,1,0,347076,7.775,,25,300,Sweden,Southampton,"Chicago, Illinois, US",US,,No
444,1,2,"Reynaldo, Ms. Encarnacion",25,female,0,0,230434,13,,28,336,Spain,Southampton,New York City,US,9,Yes
445,1,3,"Johannesen-Bratthammer, Mr. Bernt",33,male,0,0,65306,8.1125,,29,348,Norway,Southampton,New York City,US,13,Yes
446,1,1,"Dodge, Master. Washington",25,male,0,2,33638,81.8583,A34,4,48,US,Southampton,"San Francisco, California, US",US,5,Yes
447,1,2,"Mellinger, Miss. Madeleine Violet",33,female,0,1,250644,19.5,,13,156,England,Southampton,"Bennington, Vermont, US",US,14,Yes
448,1,1,"Seward, Mr. Frederic Kimber",27,male,0,0,113794,26.55,,34,408,US,Southampton,"New York, New York, US",US,7,Yes
449,1,3,"Baclini, Miss. Marie Catherine",30,female,2,1,2666,19.2583,,5,60,Lebanon,Cherbourg,"Brooklyn, New York, US",US,C,Yes
450,1,1,"Peuchen, Major. Arthur Godfrey",30,male,0,0,113786,30.5,C104,52,624,Canada,Southampton,"Toronto, Ontario, Canada",Canada,6,Yes
451,0,2,"West, Mr. Edwy Arthur",21,male,1,2,C.A. 34651,27.75,,36,432,England,Southampton,"Gainesville, Florida, US",US,,No
452,0,3,"Hagland, Mr. Ingvald Olai Olsen",31,male,1,0,65303,19.9667,,28,336,Norway,Southampton,"Belmar, New Jersey, US",US,,No
453,0,1,"Foreman, Mr. Benjamin Laventall",31,male,0,0,113051,27.75,C111,30,360,US,Southampton,"New York, New York, US",US,,No
454,1,1,"Goldenberg, Mr. Samuel L",24,male,1,0,17453,89.1042,C92,47,564,France,Cherbourg,"New York, New York, US",US,5,Yes
455,0,3,"Peduzzi, Mr. Joseph",19,male,0,0,A/5 2817,8.05,,24,288,England,Southampton,New York City,US,,No
456,1,3,"Jalsevac, Mr. Ivan",18,male,0,0,349240,7.8958,,29,348,Croatia,Cherbourg,"Galesburg, Illinois, US",US,15,Yes
457,0,1,"Millet, Mr. Francis Davis",25,male,0,0,13509,26.55,E38,65,780,US,Cherbourg,"East Bridgewater, Massachusetts, US",US,,No
458,1,1,"Kenyon, Mrs. Frederick R ",25,female,1,0,17464,51.8625,D21,31,372,US,Southampton,"Pittsburgh, Pennsylvania, US",US,8,Yes
459,1,2,"Toomey, Miss. Ellen",19,female,0,0,F.C.C. 13531,10.5,,48,576,US,Southampton,"Indianapolis, Indiana, US",US,9,Yes
460,0,3,"O'Connor, Mr. Maurice",21,male,0,0,371060,7.75,,16,192,Ireland,Queenstown,New York City,US,,No
461,1,1,"Anderson, Mr. Harry",19,male,0,0,19952,26.55,E12,47,564,US,Southampton,"New York, New York, US",US,3,Yes
462,0,3,"Morley, Mr. William",19,male,0,0,364506,8.05,,34,408,England,Southampton,New York City,US,,No
463,0,1,"Gee, Mr. Arthur H",17,male,0,0,111320,38.5,E63,47,564,England,Southampton,"Mexico City, Mexico",Mexico,,No
464,0,2,"Milling, Mr. Jacob Christian",28,male,0,0,234360,13,,48,576,Denmark,Southampton,"Oregon, Wisconsin, US",US,,No
465,0,3,"Maisner, Mr. Simon",18,male,0,0,A/S 2816,8.05,,34,408,England,Southampton,New York City,US,,No
466,0,3,"Goncalves, Mr. Manuel Estanslas",31,male,0,0,SOTON/O.Q. 3101306,7.05,,37,444,Portugal,Southampton,New York City,US,,No
467,0,2,"Campbell, Mr. William",21,male,0,0,239853,0,,21,252,Ireland,Belfast,New York City,US,,No
468,0,1,"Smart, Mr. John Montgomery",26,male,0,0,113792,26.55,,56,672,England,Southampton,"New York, New York, US",US,,No
469,0,3,"Scanlan, Mr. James",18,male,0,0,36209,7.725,,22,264,Ireland,Queenstown,New York City,US,,No
470,1,3,"Baclini, Miss. Helene Barbara",29,female,2,1,2666,19.2583,,0.75,9,Lebanon,Cherbourg,"Brooklyn, New York, US",US,C,Yes
471,0,3,"Keefe, Mr. Arthur",17,male,0,0,323592,7.25,,39,468,US,Southampton,"Rahway, New Jersey, US",US,A,Yes
472,0,3,"Cacic, Mr. Luka",15,male,0,0,315089,8.6625,,38,456,Croatia,Southampton,"Chicago, Illinois, US",US,,No
473,1,2,"West, Mrs. Edwy Arthur ",23,female,1,2,C.A. 34651,27.75,,33,396,England,Southampton,"Gainesville, Florida, US",US,10,Yes
474,1,2,"Jerwan, Mrs. Amin S ",20,female,0,0,SC/AH Basle 541,13.7917,D,23,276,US,Southampton,New York City,US,11,Yes
475,0,3,"Strandberg, Miss. Ida Sofia",27,female,0,0,7553,9.8375,,22,264,Finland,Southampton,New York City,US,,No
476,0,1,"Clifford, Mr. George Quincy",27,male,0,0,110465,52,A14,40,480,US,Southampton,"Stoughton, Massachusetts",US,,No
477,0,2,"Renouf, Mr. Peter Henry",23,male,1,0,31027,21,,33,396,US,Southampton,"Elizabeth, New Jersey, US",US,,No
478,0,3,"Braund, Mr. Lewis Richard",25,male,1,0,3460,7.0458,,29,348,England,Southampton,"Qu'Appelle Valley, Saskatchewan, Canada",Canada,,No
479,0,3,"Karlsson, Mr. Nils August",25,male,0,0,350060,7.5208,,22,264,Sweden,Southampton,"Palmer, Massachusetts, US",US,,No
480,1,3,"Hirvonen, Miss. Hildur E",24,female,0,1,3101298,12.2875,,2,24,Finland,Southampton,"Monessen, Pennsylvania, US",US,15,Yes
481,0,3,"Goodwin, Master. Harold Victor",30,male,5,2,CA 2144,46.9,,10,120,England,Southampton,"Niagara Falls, New York, US",US,,No
482,0,2,"Frost, Mr. Anthony Wood ""Archie""",32,male,0,0,239854,0,,37,444,Ireland,Belfast,New York City,US,,No
483,0,3,"Rouse, Mr. Richard Henry",24,male,0,0,A/5 3594,8.05,,50,600,England,Southampton,"Cleveland, Ohio, US",US,,No
484,1,3,"Turkula, Mrs. ",14,female,0,0,4134,9.5875,,63,756,Finland,Southampton,"Hibbing, Minnesota, US",US,15,Yes
485,1,1,"Bishop, Mr. Dickinson H",23,male,1,0,11967,91.0792,B49,25,300,US,Cherbourg,"Dowagiac, Michigan, US",US,7,Yes
486,0,3,"Lefebre, Miss. Jeannie",22,female,3,1,4133,25.4667,,8,96,France,Southampton,"Mystic, Iowa, US",US,,No
487,1,1,"Hoyt, Mrs. Frederick Maxfield ",30,female,1,0,19943,90,C93,31,372,US,Southampton,"Stamford, Connecticut, US",US,D,Yes
488,0,1,"Kent, Mr. Edward Austin",23,male,0,0,11771,29.7,B37,58,696,US,Cherbourg,"Buffalo, New York, US",US,,No
489,0,3,"Somerton, Mr. Francis William",29,male,0,0,A.5. 18509,8.05,,30,360,England,Southampton,"Canastota, New York, US",US,,No
490,1,3,"Coutts, Master. Eden Leslie ""Neville""",37,male,1,1,C.A. 37671,15.9,,3,36,England,Southampton,"Brooklyn, New York, US",US,2,Yes
491,0,3,"Hagland, Mr. Konrad Mathias Reiersen",36,male,1,0,65304,19.9667,,19,228,Norway,Southampton,"Belmar, New Jersey, US",US,,No
492,0,3,"Windelov, Mr. Einar",19,male,0,0,SOTON/OQ 3101317,7.25,,21,252,South Africa,Southampton,New York City,US,,No
493,0,1,"Molson, Mr. Harry Markland",26,male,0,0,113787,30.5,C30,55,660,Canada,Southampton,"Montreal, Quebec, Canada",Canada,,No
494,0,1,"Artagaveytia, Mr. Ramon",23,male,0,0,PC 17609,49.5042,,71,852,Argentina,Cherbourg,"New York, New York, US",US,,No
495,0,3,"Stanley, Mr. Edward Roland",26,male,0,0,A/4 45380,8.05,,21,252,England,Southampton,"Cleveland, Ohio, US",US,,No
496,0,3,"Yousseff, Mr. Gerious",21,male,0,0,2627,14.4583,,26,312,Lebanon,Cherbourg,"Youngstown, Ohio, US",US,,No
497,1,1,"Eustis, Miss. Elizabeth Mussey",30,female,1,0,36947,78.2667,D20,54,648,US,Cherbourg,"Brookline, Massachusetts, US",US,4,Yes
498,0,3,"Shellard, Mr. Frederick William",31,male,0,0,C.A. 6212,15.1,,55,660,England,Southampton,"Troy, New York, US",US,,No
499,0,1,"Allison, Mrs. Hudson J C ",25,female,1,2,113781,151.55,C22 C26,25,300,Canada,Southampton,"Montreal, Quebec, Canada",Canada,,No
500,0,3,"Svensson, Mr. Olof",18,male,0,0,350035,7.7958,,24,288,Sweden,Southampton,New York City,US,,No
501,0,3,"Calic, Mr. Petar",16,male,0,0,315086,8.6625,,17,204,Croatia,Southampton,"Sault Ste. Marie, Michigan, US",US,,No
502,0,3,"Canavan, Miss. Mary",19,female,0,0,364846,7.75,,22,264,Ireland,Queenstown,"Philadelphia, Pennsylvania, US",US,,No
503,0,3,"O'Sullivan, Miss. Bridget Mary",30,female,0,0,330909,7.6292,,21,252,Ireland,Queenstown,New York City,US,,No
504,0,3,"Laitinen, Miss. Kristina Sofia",30,female,0,0,4135,9.5875,,37,444,Finland,Southampton,New York City,US,,No
505,1,1,"Maioni, Miss. Roberta",21,female,0,0,110152,86.5,B79,20,240,Canada,Southampton,"Vancouver, British Columbia, Canada",Canada,8,Yes
506,0,1,"Penasco y Castellana, Mr. Victor de Satode",42,male,1,0,PC 17758,108.9,C65,24,288,Spain,Cherbourg,"New York, New York, US",US,,No
507,1,2,"Quick, Mrs. Frederick Charles ",30,female,0,2,26360,26,,33,396,England,Southampton,"Detroit, Michigan, US",US,11,Yes
508,1,1,"Bradley, Mr. George ",20,male,0,0,111427,26.55,,37,444,US,Southampton,"Los Angeles, California, US",US,9,Yes
509,0,3,"Olsen, Mr. Henry Margido",24,male,0,0,C 4001,22.525,,28,336,Norway,Southampton,New York City,US,,No
510,1,3,"Lang, Mr. Fang",14,male,0,0,1601,56.4958,,26,312,China,Southampton,New York City,US,14,Yes
511,1,3,"Daly, Mr. Eugene Patrick",24,male,0,0,382651,7.75,,29,348,Ireland,Queenstown,New York City,US,B,Yes
512,0,3,"Webber, Mr. James",17,male,0,0,SOTON/OQ 3101316,8.05,,66,792,US,Southampton,"San Francisco, US",US,,No
513,1,1,"McGough, Mr. James Robert",25,male,0,0,PC 17473,26.2875,E25,35,420,US,Southampton,"Philadelphia, Pennsylvania, US",US,7,Yes
514,1,1,"Rothschild, Mrs. Martin ",24,female,1,0,PC 17603,59.4,,54,648,US,Cherbourg,"New York, New York, US",US,6,Yes
515,0,3,"Coleff, Mr. Satio",17,male,0,0,349209,7.4958,,24,288,Bulgaria,Southampton,"Chicago, Illinois, US",US,,No
516,0,1,"Walker, Mr. William Anderson",28,male,0,0,36967,34.0208,D46,48,576,US,Southampton,"East Orange, New Jersey, US",US,,No
517,1,2,"Lemore, Mrs. ",13,female,0,0,C.A. 34260,10.5,F33,34,408,US,Southampton,"Chicago, Illinois, US",US,14,Yes
518,0,3,"Ryan, Mr. Patrick",17,male,0,0,371110,24.15,,29,348,Ireland,Queenstown,"Bronx, New York, US",US,,No
519,1,2,"Angle, Mrs. William A ",22,female,1,0,226875,26,,36,432,England,Southampton,New York City,US,11,Yes
520,0,3,"Pavlovic, Mr. Stefo",19,male,0,0,349242,7.8958,,32,384,Croatia,Southampton,"Harrisburg, Pennsylvania, US",US,,No
521,1,1,"Perreault, Miss. Anne",21,female,0,0,12749,93.5,B73,33,396,Canada,Southampton,"Montreal, Quebec, Canada",Canada,3,Yes
522,0,3,"Vovk, Mr. Janko",15,male,0,0,349252,7.8958,,21,252,Slovenia,Southampton,"St. Joseph, Minnesota, US",US,,No
523,0,3,"Lahoud, Mr. Sarkis",18,male,0,0,2624,7.225,,30,360,Lebanon,Cherbourg,"Waterbury, Connecticut, US",US,,No
524,1,1,"Hippach, Mrs. Louis Albert ",27,female,0,1,111361,57.9792,B18,44,528,US,Cherbourg,"Chicago, Illinois, US",US,4,Yes
525,0,3,"Kassem, Mr. Fared",17,male,0,0,2700,7.2292,,18,216,Lebanon,Cherbourg,New York City,US,,No
526,0,3,"Farrell, Mr. James",18,male,0,0,367232,7.75,,25,300,Ireland,Queenstown,New York City,US,,No
527,1,2,"Ridsdale, Miss. Lucy",20,female,0,0,W./C. 14258,10.5,,50,600,England,Southampton,"Marietta, Ohio, US",US,13,Yes
528,0,1,"Farthing, Mr. John",18,male,0,0,PC 17483,221.7792,C95,57,684,US,Southampton,"New York, New York, US",US,,No
529,0,3,"Salonen, Mr. Johan Werner",25,male,0,0,3101296,7.925,,39,468,US,Southampton,"Aberdeen, Washington, US",US,,No
530,0,2,"Hocking, Mr. Richard George",27,male,2,1,29104,11.5,,23,276,US,Southampton,"Akron, Ohio, US",US,,No
531,1,2,"Quick, Miss. Phyllis May",24,female,1,1,26360,26,,2,24,England,Southampton,"Detroit, Michigan, US",US,11,Yes
532,0,3,"Toufik, Mr. Nakli",17,male,0,0,2641,7.2292,,17,204,Lebanon,Cherbourg,New York City,US,,No
533,0,3,"Elias, Mr. Joseph Jr",20,male,1,1,2690,7.2292,,15,180,Lebanon,Cherbourg,"Ottawa, Ontario, Canada",Canada,,No
534,1,3,"Peter, Mrs. Catherine ",22,female,0,2,2668,22.3583,,24,288,Syria,Cherbourg,"Detroit, Michigan, US",US,C,Yes
535,0,3,"Cacic, Miss. Marija",19,female,0,0,315084,8.6625,,30,360,Croatia,Southampton,"Chicago, Illinois, US",US,,No
536,1,2,"Hart, Miss. Eva Miriam",22,female,0,2,F.C.C. 13529,26.25,,7,84,England,Southampton,"Winnipeg, Manitoba, Canada",Canada,14,Yes
537,0,1,"Butt, Major. Archibald Willingham",33,male,0,0,113050,26.55,B38,46,552,US,Southampton,"Washington, DC, US",US,,No
538,1,1,"LeRoy, Miss. Bertha",19,female,0,0,PC 17761,106.425,,27,324,US,Cherbourg,"Minneapolis, Minnesota, US",US,2,Yes
539,0,3,"Risien, Mr. Samuel Beard",24,male,0,0,364498,14.5,,69,828,England,Southampton,"Groesbeck, Texas, US",US,,No
540,1,1,"Frolicher, Miss. Hedwig Margaritha",34,female,0,2,13568,49.5,B39,22,264,Switzerland,Cherbourg,"New York, New York, US",US,5,Yes
541,1,1,"Crosby, Miss. Harriet R",23,female,0,2,WE/P 5735,71,B22,39,468,US,Southampton,"Milwaukee, Wisconsin, US",US,7,Yes
542,0,3,"Andersson, Miss. Ingeborg Constanzia",36,female,4,2,347082,31.275,,9,108,Sweden,Southampton,"Winnipeg, Manitoba, Canada",Canada,,No
543,0,3,"Andersson, Miss. Sigrid Elisabeth",33,female,4,2,347082,31.275,,11,132,Sweden,Southampton,"Winnipeg, Manitoba, Canada",Canada,,No
544,1,2,"Beane, Mr. Edward",17,male,1,0,2908,26,,32,384,US,Southampton,New York City,US,13,Yes
545,0,1,"Douglas, Mr. Walter Donald",26,male,1,0,PC 17761,106.425,C86,50,600,US,Cherbourg,"Minneapolis, Minnesota, US",US,,No
546,0,1,"Nicholson, Mr. Arthur Ernest",28,male,0,0,693,26,,64,768,England,Southampton,"New York, New York, US",US,,No
547,1,2,"Beane, Mrs. Edward ",19,female,1,0,2908,26,,19,228,England,Southampton,New York City,US,13,Yes
548,1,2,"Padro y Manent, Mr. Julian",26,male,0,0,SC/PARIS 2146,13.8625,,26,312,Spain,Cherbourg,"Havana, Cuba",Cuba,9,Yes
549,0,3,"Goldsmith, Mr. Frank John",25,male,1,1,363291,20.525,,33,396,England,Southampton,"Detroit, Michigan, US",US,,No
550,1,2,"Davies, Master. John Morgan Jr",30,male,1,1,C.A. 33112,36.75,,8,96,England,Southampton,"Houghton, Michigan, US",US,14,Yes
551,1,1,"Thayer, Mr. John Borland Jr",27,male,0,2,17421,110.8833,C70,17,204,US,Cherbourg,"Haverford, Pennsylvania, US",US,B,Yes
552,0,2,"Sharp, Mr. Percival James R",27,male,0,0,244358,26,,27,324,England,Southampton,New York City,US,,No
553,0,3,"O'Brien, Mr. Timothy",20,male,0,0,330979,7.8292,,21,252,Ireland,Queenstown,New York City,US,,No
554,1,3,"Leeni, Mr. Fahim ",17,male,0,0,2620,7.225,,22,264,Lebanon,Cherbourg,"Dayton, Ohio, US",US,6,Yes
555,1,3,"Ohman, Miss. Velin",18,female,0,0,347085,7.775,,22,264,Sweden,Southampton,"Chicago, Illinois, US",US,C,Yes
556,0,1,"Wright, Mr. George",18,male,0,0,113807,26.55,,62,744,Canada,Southampton,"Halifax, Nova Scotia, Canada",Canada,,No
557,1,1,"Duff Gordon, Lady. ",19,female,1,0,11755,39.6,A16,48,576,England,Cherbourg,"New York, New York, US",US,1,Yes
558,0,1,"Robbins, Mr. Victor",19,male,0,0,PC 17757,227.525,,,0,,,,,,No
559,1,1,"Taussig, Mrs. Emil ",19,female,1,1,110413,79.65,E67,39,468,US,Southampton,"New York, New York, US",US,8,Yes
560,1,3,"de Messemaeker, Mrs. Guillaume Joseph ",38,female,1,0,345572,17.4,,36,432,US,Southampton,"Tampico, Montana, US",US,13,Yes
561,0,3,"Morrow, Mr. Thomas Rowan",24,male,0,0,372622,7.75,,30,360,Ireland,Queenstown,"Gleichen, Alberta, Canada",Canada,,No
562,0,3,"Sivic, Mr. Husein",17,male,0,0,349251,7.8958,,40,480,Bosnia,Southampton,"Harrisburg, Pennsylvania, US",US,,No
563,0,2,"Norman, Mr. Robert Douglas",26,male,0,0,218629,13.5,,28,336,Scotland,Southampton,"Houghton, Michigan, US",US,,No
564,0,3,"Simmons, Mr. John",17,male,0,0,SOTON/OQ 392082,8.05,,39,468,England,Southampton,New York City,US,,No
565,0,3,"Meanwell, Miss. ",16,female,0,0,SOTON/O.Q. 392087,8.05,,63,756,England,Southampton,New York City,US,,No
566,0,3,"Davies, Mr. Alfred J",20,male,2,0,A/4 48871,24.15,,24,288,England,Southampton,"Pontiac, Michigan, US",US,,No
567,0,3,"Stoytcheff, Mr. Ilia",20,male,0,0,349205,7.8958,,19,228,Bulgaria,Southampton,"Chicago, Illinois, US",US,,No
568,0,3,"Palsson, Mrs. Nils ",19,female,0,4,349909,21.075,,29,348,Sweden,Southampton,"Chicago, Illinois, US",US,,No
569,0,3,"Doharr, Mr. Tannous",19,male,0,0,2686,7.2292,,28,336,Lebanon,Cherbourg,"Youngstown, Ohio, US",US,,No
570,1,3,"Jonsson, Mr. Carl",17,male,0,0,350417,7.8542,,32,384,Sweden,Southampton,"Huntley, Illinois, US",US,15,Yes
571,1,2,"Harris, Mr. George",18,male,0,0,S.W./PP 752,10.5,,62,744,England,Southampton,New York City,US,15,Yes
572,1,1,"Appleton, Mrs. Edward Dale ",27,female,2,0,11769,51.4792,C101,53,636,US,Southampton,"New York, New York, US",US,2,Yes
573,1,1,"Flynn, Mr. John Irwin ",22,male,0,0,PC 17474,26.3875,E25,36,432,US,Southampton,"Brooklyn, New York, US",US,5,Yes
574,1,3,"Kelly, Miss. Mary",17,female,0,0,14312,7.75,,22,264,Ireland,Queenstown,New York City,US,D,Yes
575,0,3,"Rush, Mr. Alfred George John",28,male,0,0,A/4. 20589,8.05,,16,192,England,Southampton,"Detroit, Michigan, US",US,,No
