"","PassengerId","Survived","Pclass","Name","NameLength","Sex","SibSpouse","ParentsChild","TicketNumber","Fare","Cabin","Age_wiki","Age_Months","HometownCountry","Boarded","Destination","DestinationCountry","Lifeboat","LifeboatSupport"
"357",357,1,1,"Bowerman, Miss. Elsie Edith",27,"female",0,1,"113505",55,"E33",22,264,"England","Southampton","New York, New York, US","US","6","Yes"
"358",358,0,2,"Funk, Miss. Annie Clemmer",25,"female",0,0,"237671",13,"",38,456,"British India","Southampton","Bally, Pennsylvania, US","US","","No"
"359",359,1,3,"McGovern, Miss. Mary",20,"female",0,0,"330931",7,"",22,264,"Ireland","Queenstown","New York City","US","13","Yes"
"360",360,1,3,"Mockler, Miss. Helen Mary ""Ellie""",33,"female",0,0,"330980",7,"",23,276,"Ireland","Queenstown","New York City","US","16","Yes"
"361",361,0,3,"Skoog, Mr. Wilhelm",18,"male",1,4,"347088",27,"",40,480,"Sweden","Southampton","Iron Mountain, Michigan, US","US","","No"
"362",362,0,2,"del Carlo, Mr. Sebastiano",25,"male",1,0,"SC/PARIS 2167",27,"",29,348,"Italy","Cherbourg","Chicago, Illinois, US","US","","No"
"363",363,0,3,"Barbara, Mrs. ",14,"female",0,1,"2691",14,"",45,540,"Lebanon","Cherbourg","Ottawa, Ontario, Canada","Canada","","No"
"364",364,0,3,"Asim, Mr. Adola",15,"male",0,0,"SOTON/O.Q. 3101310",7,"",35,420,"Argentina","Southampton","New York City","US","","No"
"365",365,0,3,"O'Brien, Mr. Thomas",19,"male",1,0,"370365",15,"",27,324,"Ireland","Queenstown","Chicago, Illinois, US","US","","No"
"366",366,0,3,"Adahl, Mr. Mauritz Nils Martin",30,"male",0,0,"C 7076",7,"",30,360,"Sweden","Southampton","Brooklyn, New York, US","US","","No"
"367",367,1,1,"Warren, Mrs. Frank Manley ",26,"female",1,0,"110813",75,"D37",60,720,"US","Cherbourg","Portland, Oregon, US","US","5","Yes"
"368",368,1,3,"Moussa, Mrs. ",13,"female",0,0,"2626",7,"",35,420,"Lebanon","Cherbourg","Wilkes-Barre, Pennsylvania, US","US","","No"
"369",369,1,3,"Jermyn, Miss. Annie",19,"female",0,0,"14313",7,"",26,312,"Ireland","Queenstown","East Lynn, Massachusetts, US","US","D","Yes"
"370",370,1,1,"Aubart, Mme. Leontine Pauline",29,"female",0,0,"PC 17477",69,"B35",24,288,"France","Cherbourg","New York, New York, US","US","9","Yes"
"371",371,1,1,"Harder, Mr. George Achilles",27,"male",1,0,"11765",55,"E50",25,300,"US","Cherbourg","New York, New York, US","US","5","Yes"
"372",372,0,3,"Wiklund, Mr. Jakob Alfred",25,"male",1,0,"3101267",6,"",18,216,"Finland","Southampton","Montreal, Quebec, Canada","Canada","","No"
"373",373,0,3,"Beavan, Mr. William Thomas",26,"male",0,0,"323951",8,"",18,216,"England","Southampton","Russell, US","US","","No"
"374",374,0,1,"Ringhini, Mr. Sante",19,"male",0,0,"PC 17760",135,"",22,264,"US","Cherbourg","New York, New York, US","US","","No"
"375",375,0,3,"Palsson, Miss. Stina Viola",26,"female",3,1,"349909",21,"",3,36,"Sweden","Southampton","Chicago, Illinois, US","US","","No"
"376",376,1,1,"Meyer, Mrs. Edgar Joseph ",25,"female",1,0,"PC 17604",82,"",25,300,"US","Cherbourg","New York, New York, US","US","6","Yes"
"377",377,1,3,"Landergren, Miss. Aurora Adelia",31,"female",0,0,"C 7077",7,"",22,264,"Sweden","Southampton","New York City","US","13","Yes"
"378",378,0,1,"Widener, Mr. Harry Elkins",25,"male",0,2,"113503",211,"C82",27,324,"US","Southampton","Philadelphia, Pennsylvania, US","US","","No"
"379",379,0,3,"Betros, Mr. Tannous",19,"male",0,0,"2648",4,"",20,240,"Lebanon","Cherbourg","Waterbury, Connecticut, US","US","","No"
"380",380,0,3,"Gustafsson, Mr. Karl Gideon",27,"male",0,0,"347069",7,"",19,228,"Sweden","Southampton","Aberdeen, South Dakota, US","US","","No"
"381",381,1,1,"Bidois, Miss. Rosalie",21,"female",0,0,"PC 17757",227,"",46,552,"US","Cherbourg","New York, New York, US","US","4","Yes"
"382",382,1,3,"Nakid, Miss. Maria ",19,"female",0,2,"2653",15,"",1,12,"Lebanon","Cherbourg","Waterbury, Connecticut, US","US","C","Yes"
"383",383,0,3,"Tikkanen, Mr. Juho",18,"male",0,0,"STON/O 2. 3101293",7,"",32,384,"Finland","Southampton","New York City","US","","No"
"384",384,1,1,"Holverson, Mrs. Alexander Oskar ",32,"female",1,0,"113789",52,"",35,420,"US","Southampton","New York, New York, US","US","8","Yes"
"385",385,0,3,"Plotcharsky, Mr. Vasil",22,"male",0,0,"349227",7,"",27,324,"Bulgaria","Southampton","Tulsa, Oklahoma, US","US","","No"
"386",386,0,2,"Davies, Mr. Charles Henry",25,"male",0,0,"S.O.C. 14879",73,"",21,252,"England","Southampton","Eden, Manitoba, Canada","Canada","","No"
"387",387,0,3,"Goodwin, Master. Sidney Leonard",31,"male",5,2,"CA 2144",46,"",1,12,"England","Southampton","Niagara Falls, New York, US","US","","No"
"388",388,1,2,"Buss, Miss. Kate",16,"female",0,0,"27849",13,"",36,432,"England","Southampton","San Francisco, US","US","9","Yes"
"389",389,0,3,"Sadlier, Mr. Matthew",20,"male",0,0,"367655",7,"",20,240,"Ireland","Queenstown","Lakewood Township, New Jersey, US","US","","No"
"390",390,1,2,"Lehmann, Miss. Bertha",21,"female",0,0,"SC 1748",12,"",17,204,"Switzerland","Cherbourg","Central City, Iowa, US","US","12","Yes"
"391",391,1,1,"Carter, Mr. William Ernest",26,"male",1,2,"113760",120,"B96 B98",36,432,"US","Southampton","Bryn Mawr, Pennsylvania, US","US","C","Yes"
"392",392,1,3,"Jansson, Mr. Carl Olof",22,"male",0,0,"350034",7,"",21,252,"Sweden","Southampton","Swedeburg, Nebraska, US","US","A","Yes"
"393",393,0,3,"Gustafsson, Mr. Johan Birger",28,"male",2,0,"3101277",7,"",28,336,"Finland","Southampton","New York City","US","","No"
"394",394,1,1,"Newell, Miss. Marjorie",22,"female",1,0,"35273",113,"D36",23,276,"US","Cherbourg","Lexington, Massachusetts, US","US","6","Yes"
"395",395,1,3,"Sandstrom, Mrs. Hjalmar ",24,"female",0,2,"PP 9549",16,"G6",24,288,"Sweden","Southampton","San Francisco, US","US","13","Yes"
"396",396,0,3,"Johansson, Mr. Erik",19,"male",0,0,"350052",7,"",22,264,"Sweden","Southampton","St. Paul, Minnesota, US","US","","No"
"397",397,0,3,"Olsson, Miss. Elina",19,"female",0,0,"350407",7,"",31,372,"Sweden","Southampton","St. Paul, Minnesota, US","US","","No"
"398",398,0,2,"McKane, Mr. Peter David",23,"male",0,0,"28403",26,"",46,552,"Channel Islands","Southampton","Rochester, New York, US","US","","No"
"399",399,0,2,"Pain, Dr. Alfred",16,"male",0,0,"244278",10,"",23,276,"Canada","Southampton","Hamilton, Ontario, Canada","Canada","","No"
"400",400,1,2,"Trout, Mrs. William H ",22,"female",0,0,"240929",12,"",26,312,"US","Southampton","Columbus, Ohio, US","US","9","Yes"
"401",401,1,3,"Niskanen, Mr. Juha",18,"male",0,0,"STON/O 2. 3101289",7,"",39,468,"Finland","Southampton","Boston, Massachusetts, US","US","9","Yes"
"402",402,0,3,"Adams, Mr. John",15,"male",0,0,"341826",8,"",26,312,"England","Southampton","La Porte City, Iowa, US","US","","No"
"403",403,0,3,"Jussila, Miss. Mari Aina",24,"female",1,0,"4137",9,"",21,252,"Finland","Southampton","New York City","US","","No"
"404",404,0,3,"Hakkarainen, Mr. Pekka Pietari",30,"male",1,0,"STON/O2. 3101279",15,"",28,336,"Finland","Southampton","Monessen, Pennsylvania, US","US","","No"
"405",405,0,3,"Oreskovic, Miss. Marija",23,"female",0,0,"315096",8,"",20,240,"Croatia","Southampton","Chicago, Illinois, US","US","","No"
"406",406,0,2,"Gale, Mr. Shadrach",18,"male",1,0,"28664",21,"",33,396,"England","Southampton","Clear Creek, Colorado, US","US","","No"
"407",407,0,3,"Widegren, Mr. Carl/Charles Peter",32,"male",0,0,"347064",7,"",51,612,"Sweden","Southampton","New York City","US","","No"
"408",408,1,2,"Richards, Master. William Rowe",30,"male",1,1,"29106",18,"",3,36,"England","Southampton","Akron, Ohio, US","US","4","Yes"
"409",409,0,3,"Birkeland, Mr. Hans Martin Monsen",33,"male",0,0,"312992",7,"",21,252,"Norway","Southampton","New York City","US","","No"
"410",410,0,3,"Lefebre, Miss. Ida",18,"female",3,1,"4133",25,"",3,36,"France","Southampton","Mystic, Iowa, US","US","","No"
"411",411,0,3,"Sdycoff, Mr. Todor",18,"male",0,0,"349222",7,"",42,504,"Bulgaria","Southampton","Chicago, Illinois, US","US","","No"
"412",412,0,3,"Hart, Mr. Henry",15,"male",0,0,"394140",6,"",27,324,"Ireland","Queenstown","Boston, Massachusetts, US","US","","No"
"413",413,1,1,"Minahan, Miss. Daisy E",22,"female",1,0,"19928",90,"C78",33,396,"US","Southampton","Fond du Lac, Wisconsin, US","US","14","Yes"
"414",414,0,2,"Cunningham, Mr. Alfred Fleming",30,"male",0,0,"239853",0,"",21,252,"Ireland","Belfast","New York City","US","","No"
"415",415,1,3,"Sundman, Mr. Johan Julian",25,"male",0,0,"STON/O 2. 3101269",7,"",44,528,"Finland","Southampton","Cheyenne, Wyoming, US","US","15","Yes"
"416",416,0,3,"Meek, Mrs. Thomas ",18,"female",0,0,"343095",8,"",31,372,"Australia","Southampton","New York City","US","","No"
"417",417,1,2,"Drew, Mrs. James Vivian ",24,"female",1,1,"28220",32,"",34,408,"US","Southampton","Greenport, New York, US","US","10","Yes"
"418",418,1,2,"Silven, Miss. Lyyli Karoliina",29,"female",0,2,"250652",13,"",17,204,"Russia","Southampton","Minneapolis, Minnesota, US","US","16","Yes"
"419",419,0,2,"Matthews, Mr. William John",26,"male",0,0,"28228",13,"",30,360,"England","Southampton","La Salle, Illinois, US","US","","No"
"420",420,0,3,"Van Impe, Miss. Catharina",25,"female",0,2,"345773",24,"",10,120,"Belgium","Southampton","Detroit, Michigan, US","US","","No"
"421",421,0,3,"Gheorgheff, Mr. Stanio",22,"male",0,0,"349254",7,"",29.42,351,"Bulgaria","Cherbourg","Butte, Montana, US","US","","No"
"422",422,0,3,"Charters, Mr. David",19,"male",0,0,"A/5. 13032",7,"",28,336,"Ireland","Queenstown","New York City","US","","No"
"423",423,0,3,"Zimmerman, Mr. Leo",18,"male",0,0,"315082",7,"",29,348,"Germany","Southampton","Saskatoon, Saskatchewan, Canada","Canada","","No"
"424",424,0,3,"Danbom, Mrs. Ernst Gilbert ",27,"female",1,1,"347080",14,"",28,336,"Sweden","Southampton","Stanton, Iowa, US","US","","No"
"425",425,0,3,"Rosblom, Mr. Viktor Richard",27,"male",1,1,"370129",20,"",18,216,"Finland","Southampton","Astoria, Oregon, US","US","","No"
"426",426,0,3,"Wiseman, Mr. Phillippe",22,"male",0,0,"A/4. 34244",7,"",54,648,"England","Southampton","Quebec City, Quebec, Canada","Canada","","No"
"427",427,1,2,"Clarke, Mrs. Charles V ",23,"female",1,0,"2003",26,"",28,336,"England","Southampton","San Francisco, California, US","US","14","Yes"
"428",428,1,2,"Phillips, Miss. Kate Florence ",30,"female",0,0,"250655",26,"",19,228,"England","Southampton","Los Angeles, US","US","11","Yes"
"429",429,0,3,"Flynn, Mr. James",16,"male",0,0,"364851",7,"",28,336,"Ireland","Queenstown","New York City","US","","No"
"430",430,1,3,"Pickard, Mr. Berk ",18,"male",0,0,"SOTON/O.Q. 392078",8,"E10",32,384,"Poland","Southampton","San Francisco, US","US","9","Yes"
"431",431,1,1,"Bjornstrom-Steffansson, Mr. Mauritz Hakan",41,"male",0,0,"110564",26,"C52",28,336,"Sweden","Southampton","Washington, DC, US","US","D","Yes"
"432",432,1,3,"Thorneycroft, Mrs. Percival ",28,"female",1,0,"376564",16,"",32,384,"England","Southampton","Clinton, New York, US","US","10","Yes"
"433",433,1,2,"Louch, Mrs. Charles Alexander ",30,"female",1,0,"SC/AH 3085",26,"",42,504,"England","Southampton","New York City","US","14","Yes"
"434",434,0,3,"Kallio, Mr. Nikolai Erland",26,"male",0,0,"STON/O 2. 3101274",7,"",17,204,"Finland","Southampton","Sudbury, Ontario, Canada","Canada","","No"
"435",435,0,1,"Silvey, Mr. William Baird",25,"male",1,0,"13507",55,"E44",50,600,"US","Cherbourg","Duluth, Minnesota, US","US","","No"
"436",436,1,1,"Carter, Miss. Lucile Polk",25,"female",1,2,"113760",120,"B96 B98",13,156,"US","Southampton","Bryn Mawr, Pennsylvania, US","US","4","Yes"
"437",437,0,3,"Ford, Miss. Doolina Margaret ""Daisy""",36,"female",2,2,"W./C. 6608",34,"",20,240,"England","Southampton","Essex County, New Jersey, US","US","","No"
"438",438,1,2,"Richards, Mrs. Sidney ",22,"female",2,3,"29106",18,"",23,276,"England","Southampton","Akron, Ohio, US","US","4","Yes"
"439",439,0,1,"Fortune, Mr. Mark",17,"male",1,4,"19950",263,"C23 C25 C27",64,768,"Canada","Southampton","Winnipeg, Manitoba, Canada","Canada","","No"
"440",440,0,2,"Kvillner, Mr. Johan Henrik Johannesson",38,"male",0,0,"C.A. 18723",10,"",31,372,"Sweden","Southampton","Arlington, Virginia, US","US","","No"
"441",441,1,2,"Hart, Mrs. Benjamin ",20,"female",1,1,"F.C.C. 13529",26,"",48,576,"England","Southampton","Winnipeg, Manitoba, Canada","Canada","14","Yes"
"442",442,0,3,"Hampe, Mr. Leon",15,"male",0,0,"345769",9,"",19,228,"Belgium","Southampton","Detroit, Michigan, US","US","","No"
"443",443,0,3,"Petterson, Mr. Johan Emil",25,"male",1,0,"347076",7,"",25,300,"Sweden","Southampton","Chicago, Illinois, US","US","","No"
"444",444,1,2,"Reynaldo, Ms. Encarnacion",25,"female",0,0,"230434",13,"",28,336,"Spain","Southampton","New York City","US","9","Yes"
"445",445,1,3,"Johannesen-Bratthammer, Mr. Bernt",33,"male",0,0,"65306",8,"",29,348,"Norway","Southampton","New York City","US","13","Yes"
"446",446,1,1,"Dodge, Master. Washington",25,"male",0,2,"33638",81,"A34",4,48,"US","Southampton","San Francisco, California, US","US","5","Yes"
"447",447,1,2,"Mellinger, Miss. Madeleine Violet",33,"female",0,1,"250644",19,"",13,156,"England","Southampton","Bennington, Vermont, US","US","14","Yes"
"448",448,1,1,"Seward, Mr. Frederic Kimber",27,"male",0,0,"113794",26,"",34,408,"US","Southampton","New York, New York, US","US","7","Yes"
"449",449,1,3,"Baclini, Miss. Marie Catherine",30,"female",2,1,"2666",19,"",5,60,"Lebanon","Cherbourg","Brooklyn, New York, US","US","C","Yes"
"450",450,1,1,"Peuchen, Major. Arthur Godfrey",30,"male",0,0,"113786",30,"C104",52,624,"Canada","Southampton","Toronto, Ontario, Canada","Canada","6","Yes"
"451",451,0,2,"West, Mr. Edwy Arthur",21,"male",1,2,"C.A. 34651",27,"",36,432,"England","Southampton","Gainesville, Florida, US","US","","No"
"452",452,0,3,"Hagland, Mr. Ingvald Olai Olsen",31,"male",1,0,"65303",19,"",28,336,"Norway","Southampton","Belmar, New Jersey, US","US","","No"
"453",453,0,1,"Foreman, Mr. Benjamin Laventall",31,"male",0,0,"113051",27,"C111",30,360,"US","Southampton","New York, New York, US","US","","No"
"454",454,1,1,"Goldenberg, Mr. Samuel L",24,"male",1,0,"17453",89,"C92",47,564,"France","Cherbourg","New York, New York, US","US","5","Yes"
"455",455,0,3,"Peduzzi, Mr. Joseph",19,"male",0,0,"A/5 2817",8,"",24,288,"England","Southampton","New York City","US","","No"
"456",456,1,3,"Jalsevac, Mr. Ivan",18,"male",0,0,"349240",7,"",29,348,"Croatia","Cherbourg","Galesburg, Illinois, US","US","15","Yes"
"457",457,0,1,"Millet, Mr. Francis Davis",25,"male",0,0,"13509",26,"E38",65,780,"US","Cherbourg","East Bridgewater, Massachusetts, US","US","","No"
"458",458,1,1,"Kenyon, Mrs. Frederick R ",25,"female",1,0,"17464",51,"D21",31,372,"US","Southampton","Pittsburgh, Pennsylvania, US","US","8","Yes"
"459",459,1,2,"Toomey, Miss. Ellen",19,"female",0,0,"F.C.C. 13531",10,"",48,576,"US","Southampton","Indianapolis, Indiana, US","US","9","Yes"
"460",460,0,3,"O'Connor, Mr. Maurice",21,"male",0,0,"371060",7,"",16,192,"Ireland","Queenstown","New York City","US","","No"
"461",461,1,1,"Anderson, Mr. Harry",19,"male",0,0,"19952",26,"E12",47,564,"US","Southampton","New York, New York, US","US","3","Yes"
"462",462,0,3,"Morley, Mr. William",19,"male",0,0,"364506",8,"",34,408,"England","Southampton","New York City","US","","No"
"463",463,0,1,"Gee, Mr. Arthur H",17,"male",0,0,"111320",38,"E63",47,564,"England","Southampton","Mexico City, Mexico","Mexico","","No"
"464",464,0,2,"Milling, Mr. Jacob Christian",28,"male",0,0,"234360",13,"",48,576,"Denmark","Southampton","Oregon, Wisconsin, US","US","","No"
"465",465,0,3,"Maisner, Mr. Simon",18,"male",0,0,"A/S 2816",8,"",34,408,"England","Southampton","New York City","US","","No"
"466",466,0,3,"Goncalves, Mr. Manuel Estanslas",31,"male",0,0,"SOTON/O.Q. 3101306",7,"",37,444,"Portugal","Southampton","New York City","US","","No"
"467",467,0,2,"Campbell, Mr. William",21,"male",0,0,"239853",0,"",21,252,"Ireland","Belfast","New York City","US","","No"
"468",468,0,1,"Smart, Mr. John Montgomery",26,"male",0,0,"113792",26,"",56,672,"England","Southampton","New York, New York, US","US","","No"
"469",469,0,3,"Scanlan, Mr. James",18,"male",0,0,"36209",7,"",22,264,"Ireland","Queenstown","New York City","US","","No"
"470",470,1,3,"Baclini, Miss. Helene Barbara",29,"female",2,1,"2666",19,"",0.75,9,"Lebanon","Cherbourg","Brooklyn, New York, US","US","C","Yes"
"471",471,0,3,"Keefe, Mr. Arthur",17,"male",0,0,"323592",7,"",39,468,"US","Southampton","Rahway, New Jersey, US","US","A","Yes"
"472",472,0,3,"Cacic, Mr. Luka",15,"male",0,0,"315089",8,"",38,456,"Croatia","Southampton","Chicago, Illinois, US","US","","No"
"473",473,1,2,"West, Mrs. Edwy Arthur ",23,"female",1,2,"C.A. 34651",27,"",33,396,"England","Southampton","Gainesville, Florida, US","US","10","Yes"
"474",474,1,2,"Jerwan, Mrs. Amin S ",20,"female",0,0,"SC/AH Basle 541",13,"D",23,276,"US","Southampton","New York City","US","11","Yes"
"475",475,0,3,"Strandberg, Miss. Ida Sofia",27,"female",0,0,"7553",9,"",22,264,"Finland","Southampton","New York City","US","","No"
"476",476,0,1,"Clifford, Mr. George Quincy",27,"male",0,0,"110465",52,"A14",40,480,"US","Southampton","Stoughton, Massachusetts","US","","No"
"477",477,0,2,"Renouf, Mr. Peter Henry",23,"male",1,0,"31027",21,"",33,396,"US","Southampton","Elizabeth, New Jersey, US","US","","No"
"478",478,0,3,"Braund, Mr. Lewis Richard",25,"male",1,0,"3460",7,"",29,348,"England","Southampton","Qu'Appelle Valley, Saskatchewan, Canada","Canada","","No"
"479",479,0,3,"Karlsson, Mr. Nils August",25,"male",0,0,"350060",7,"",22,264,"Sweden","Southampton","Palmer, Massachusetts, US","US","","No"
"480",480,1,3,"Hirvonen, Miss. Hildur E",24,"female",0,1,"3101298",12,"",2,24,"Finland","Southampton","Monessen, Pennsylvania, US","US","15","Yes"
"481",481,0,3,"Goodwin, Master. Harold Victor",30,"male",5,2,"CA 2144",46,"",10,120,"England","Southampton","Niagara Falls, New York, US","US","","No"
"482",482,0,2,"Frost, Mr. Anthony Wood ""Archie""",32,"male",0,0,"239854",0,"",37,444,"Ireland","Belfast","New York City","US","","No"
"483",483,0,3,"Rouse, Mr. Richard Henry",24,"male",0,0,"A/5 3594",8,"",50,600,"England","Southampton","Cleveland, Ohio, US","US","","No"
"484",484,1,3,"Turkula, Mrs. ",14,"female",0,0,"4134",9,"",63,756,"Finland","Southampton","Hibbing, Minnesota, US","US","15","Yes"
"485",485,1,1,"Bishop, Mr. Dickinson H",23,"male",1,0,"11967",91,"B49",25,300,"US","Cherbourg","Dowagiac, Michigan, US","US","7","Yes"
"486",486,0,3,"Lefebre, Miss. Jeannie",22,"female",3,1,"4133",25,"",8,96,"France","Southampton","Mystic, Iowa, US","US","","No"
"487",487,1,1,"Hoyt, Mrs. Frederick Maxfield ",30,"female",1,0,"19943",90,"C93",31,372,"US","Southampton","Stamford, Connecticut, US","US","D","Yes"
"488",488,0,1,"Kent, Mr. Edward Austin",23,"male",0,0,"11771",29,"B37",58,696,"US","Cherbourg","Buffalo, New York, US","US","","No"
"489",489,0,3,"Somerton, Mr. Francis William",29,"male",0,0,"A.5. 18509",8,"",30,360,"England","Southampton","Canastota, New York, US","US","","No"
"490",490,1,3,"Coutts, Master. Eden Leslie ""Neville""",37,"male",1,1,"C.A. 37671",15,"",3,36,"England","Southampton","Brooklyn, New York, US","US","2","Yes"
"491",491,0,3,"Hagland, Mr. Konrad Mathias Reiersen",36,"male",1,0,"65304",19,"",19,228,"Norway","Southampton","Belmar, New Jersey, US","US","","No"
"492",492,0,3,"Windelov, Mr. Einar",19,"male",0,0,"SOTON/OQ 3101317",7,"",21,252,"South Africa","Southampton","New York City","US","","No"
"493",493,0,1,"Molson, Mr. Harry Markland",26,"male",0,0,"113787",30,"C30",55,660,"Canada","Southampton","Montreal, Quebec, Canada","Canada","","No"
"494",494,0,1,"Artagaveytia, Mr. Ramon",23,"male",0,0,"PC 17609",49,"",71,852,"Argentina","Cherbourg","New York, New York, US","US","","No"
"495",495,0,3,"Stanley, Mr. Edward Roland",26,"male",0,0,"A/4 45380",8,"",21,252,"England","Southampton","Cleveland, Ohio, US","US","","No"
"496",496,0,3,"Yousseff, Mr. Gerious",21,"male",0,0,"2627",14,"",26,312,"Lebanon","Cherbourg","Youngstown, Ohio, US","US","","No"
"497",497,1,1,"Eustis, Miss. Elizabeth Mussey",30,"female",1,0,"36947",78,"D20",54,648,"US","Cherbourg","Brookline, Massachusetts, US","US","4","Yes"
"498",498,0,3,"Shellard, Mr. Frederick William",31,"male",0,0,"C.A. 6212",15,"",55,660,"England","Southampton","Troy, New York, US","US","","No"
"499",499,0,1,"Allison, Mrs. Hudson J C ",25,"female",1,2,"113781",151,"C22 C26",25,300,"Canada","Southampton","Montreal, Quebec, Canada","Canada","","No"
"500",500,0,3,"Svensson, Mr. Olof",18,"male",0,0,"350035",7,"",24,288,"Sweden","Southampton","New York City","US","","No"
"501",501,0,3,"Calic, Mr. Petar",16,"male",0,0,"315086",8,"",17,204,"Croatia","Southampton","Sault Ste. Marie, Michigan, US","US","","No"
"502",502,0,3,"Canavan, Miss. Mary",19,"female",0,0,"364846",7,"",22,264,"Ireland","Queenstown","Philadelphia, Pennsylvania, US","US","","No"
"503",503,0,3,"O'Sullivan, Miss. Bridget Mary",30,"female",0,0,"330909",7,"",21,252,"Ireland","Queenstown","New York City","US","","No"
"504",504,0,3,"Laitinen, Miss. Kristina Sofia",30,"female",0,0,"4135",9,"",37,444,"Finland","Southampton","New York City","US","","No"
"505",505,1,1,"Maioni, Miss. Roberta",21,"female",0,0,"110152",86,"B79",20,240,"Canada","Southampton","Vancouver, British Columbia, Canada","Canada","8","Yes"
"506",506,0,1,"Penasco y Castellana, Mr. Victor de Satode",42,"male",1,0,"PC 17758",108,"C65",24,288,"Spain","Cherbourg","New York, New York, US","US","","No"
"507",507,1,2,"Quick, Mrs. Frederick Charles ",30,"female",0,2,"26360",26,"",33,396,"England","Southampton","Detroit, Michigan, US","US","11","Yes"
"508",508,1,1,"Bradley, Mr. George ",20,"male",0,0,"111427",26,"",37,444,"US","Southampton","Los Angeles, California, US","US","9","Yes"
"509",509,0,3,"Olsen, Mr. Henry Margido",24,"male",0,0,"C 4001",22,"",28,336,"Norway","Southampton","New York City","US","","No"
"510",510,1,3,"Lang, Mr. Fang",14,"male",0,0,"1601",56,"",26,312,"China","Southampton","New York City","US","14","Yes"
"511",511,1,3,"Daly, Mr. Eugene Patrick",24,"male",0,0,"382651",7,"",29,348,"Ireland","Queenstown","New York City","US","B","Yes"
"512",512,0,3,"Webber, Mr. James",17,"male",0,0,"SOTON/OQ 3101316",8,"",66,792,"US","Southampton","San Francisco, US","US","","No"
"513",513,1,1,"McGough, Mr. James Robert",25,"male",0,0,"PC 17473",26,"E25",35,420,"US","Southampton","Philadelphia, Pennsylvania, US","US","7","Yes"
"514",514,1,1,"Rothschild, Mrs. Martin ",24,"female",1,0,"PC 17603",59,"",54,648,"US","Cherbourg","New York, New York, US","US","6","Yes"
"515",515,0,3,"Coleff, Mr. Satio",17,"male",0,0,"349209",7,"",24,288,"Bulgaria","Southampton","Chicago, Illinois, US","US","","No"
"516",516,0,1,"Walker, Mr. William Anderson",28,"male",0,0,"36967",34,"D46",48,576,"US","Southampton","East Orange, New Jersey, US","US","","No"
"517",517,1,2,"Lemore, Mrs. ",13,"female",0,0,"C.A. 34260",10,"F33",34,408,"US","Southampton","Chicago, Illinois, US","US","14","Yes"
"518",518,0,3,"Ryan, Mr. Patrick",17,"male",0,0,"371110",24,"",29,348,"Ireland","Queenstown","Bronx, New York, US","US","","No"
"519",519,1,2,"Angle, Mrs. William A ",22,"female",1,0,"226875",26,"",36,432,"England","Southampton","New York City","US","11","Yes"
"520",520,0,3,"Pavlovic, Mr. Stefo",19,"male",0,0,"349242",7,"",32,384,"Croatia","Southampton","Harrisburg, Pennsylvania, US","US","","No"
"521",521,1,1,"Perreault, Miss. Anne",21,"female",0,0,"12749",93,"B73",33,396,"Canada","Southampton","Montreal, Quebec, Canada","Canada","3","Yes"
"522",522,0,3,"Vovk, Mr. Janko",15,"male",0,0,"349252",7,"",21,252,"Slovenia","Southampton","St. Joseph, Minnesota, US","US","","No"
"523",523,0,3,"Lahoud, Mr. Sarkis",18,"male",0,0,"2624",7,"",30,360,"Lebanon","Cherbourg","Waterbury, Connecticut, US","US","","No"
"524",524,1,1,"Hippach, Mrs. Louis Albert ",27,"female",0,1,"111361",57,"B18",44,528,"US","Cherbourg","Chicago, Illinois, US","US","4","Yes"
"525",525,0,3,"Kassem, Mr. Fared",17,"male",0,0,"2700",7,"",18,216,"Lebanon","Cherbourg","New York City","US","","No"
"526",526,0,3,"Farrell, Mr. James",18,"male",0,0,"367232",7,"",25,300,"Ireland","Queenstown","New York City","US","","No"
"527",527,1,2,"Ridsdale, Miss. Lucy",20,"female",0,0,"W./C. 14258",10,"",50,600,"England","Southampton","Marietta, Ohio, US","US","13","Yes"
"528",528,0,1,"Farthing, Mr. John",18,"male",0,0,"PC 17483",221,"C95",57,684,"US","Southampton","New York, New York, US","US","","No"
"529",529,0,3,"Salonen, Mr. Johan Werner",25,"male",0,0,"3101296",7,"",39,468,"US","Southampton","Aberdeen, Washington, US","US","","No"
"530",530,0,2,"Hocking, Mr. Richard George",27,"male",2,1,"29104",11,"",23,276,"US","Southampton","Akron, Ohio, US","US","","No"
"531",531,1,2,"Quick, Miss. Phyllis May",24,"female",1,1,"26360",26,"",2,24,"England","Southampton","Detroit, Michigan, US","US","11","Yes"
"532",532,0,3,"Toufik, Mr. Nakli",17,"male",0,0,"2641",7,"",17,204,"Lebanon","Cherbourg","New York City","US","","No"
"533",533,0,3,"Elias, Mr. Joseph Jr",20,"male",1,1,"2690",7,"",15,180,"Lebanon","Cherbourg","Ottawa, Ontario, Canada","Canada","","No"
"534",534,1,3,"Peter, Mrs. Catherine ",22,"female",0,2,"2668",22,"",24,288,"Syria","Cherbourg","Detroit, Michigan, US","US","C","Yes"
"535",535,0,3,"Cacic, Miss. Marija",19,"female",0,0,"315084",8,"",30,360,"Croatia","Southampton","Chicago, Illinois, US","US","","No"
"536",536,1,2,"Hart, Miss. Eva Miriam",22,"female",0,2,"F.C.C. 13529",26,"",7,84,"England","Southampton","Winnipeg, Manitoba, Canada","Canada","14","Yes"
